学科,年级,学期,知识标签,题型,题目,题目图片,选项A,选项B,选项C,选项D,答案,解析,难度
数学,五年级,上册,表达判断,面积计算,3块长方形玻璃，每块长1.2米、宽0.8米，总面积是多少平方米？,,2.4平方米,2.68平方米,3.08平方米,2.88平方米,D,一块面积是0.96平方米，3块一共2.88平方米。,3
数学,五年级,上册,表达判断,简易方程,x + 7.5 = 18.2，x = ?,,10.7,9.7,10.5,11.7,A,18.2减7.5，x等于10.7。,3
数学,五年级,上册,表达判断,小数应用,4桶油，每桶12.5千克，卖出18.6千克后，还剩多少千克？,,30.4千克,31.4千克,32.4千克,33.4千克,B,4桶油共50千克，减去18.6千克，还剩31.4千克。,3
数学,五年级,上册,表达判断,周长应用,一个长方形操场长18米，宽12米，绕操场跑2圈一共多少米？,,119,121,120,122,C,一圈周长是60米，2圈一共120米。,3
数学,五年级,上册,表达判断,多步计算,学校买来24箱练习本，每箱20本，平均分给12个班后，每班再退回4本，每班最后留下多少本？,,35,37,38,36,D,一共480本，平均每班40本，再退回4本后还剩36本。,3
语文,五年级,上册,表达判断,课文理解,《太阳》一文主要告诉我们太阳和我们的关系怎样？,,非常密切,一点关系也没有,只能晚上看到,只能在海边看到,A,课文说明太阳和我们的关系非常密切。,3
语文,五年级,上册,表达判断,课文理解,《松鼠》一文主要抓住松鼠的什么特点来写？,,动作缓慢,乖巧可爱,特别凶猛,完全不会爬树,B,课文主要写了松鼠乖巧可爱的特点。,3
语文,五年级,上册,表达判断,课文理解,《慈母情深》里，母亲毫不犹豫给钱买书，最能表现什么？,,想让孩子去游玩,忘了钱的用途,支持孩子读书,觉得书很便宜,C,母亲给钱买书，最能表现她支持孩子读书。,3
语文,五年级,上册,表达判断,课文理解,《父爱之舟》主要想表达什么？,,对小船的喜爱,想去学游泳,只想写夜景,深沉的父爱,D,课文通过许多细节表达了深沉的父爱。,3
语文,五年级,上册,表达判断,课文理解,《“精彩极了”和“糟糕透了”》告诉我们什么？,,成长既需要鼓励也需要提醒,只要表扬不要批评,只有批评才有用,写作文不需要修改,A,课文说明成长中既需要鼓励，也需要提醒。,3
语文,五年级,上册,表达判断,课文理解,《少年中国说（节选）》表达了作者什么愿望？,,只想看风景,希望少年奋发图强,希望大家早点放学,劝大家不要读书,B,课文表达了对少年中国的热切期望。,3
语文,五年级,上册,表达判断,通知理解,通知：周六8点在校门口集合参观科技馆，请同学们7点50分前到。最晚什么时候到？,,8点整,7点40分,7点50分前,8点10分,C,通知中要求7点50分前到。,3
语文,五年级,上册,表达判断,留言理解,留言：调查表在书桌左边抽屉里，剪刀在笔袋里，颜料在窗台上。想找调查表应该去哪里？,,笔袋里,窗台上,门后边,书桌左边抽屉里,D,留言里明确写着调查表在书桌左边抽屉里。,3
语文,五年级,上册,表达判断,条件理解,“如果明天下雨，活动改在礼堂举行。” 下雨时活动会在哪里举行？,,礼堂,操场,图书馆,食堂,A,句子里已经说明下雨时改在礼堂举行。,3
语文,五年级,上册,表达判断,活动顺序,班会先分组讨论，再写倡议书，最后派代表发言。发言前要做什么？,,马上回家,写倡议书,先去操场,分糖果,B,按顺序，发言前一步是写倡议书。,3
数学,五年级,上册,高压稳答,加法速算,3.2 + 1.8 = ?,,4,6,5,7,C,3.2加1.8等于5。,3
数学,五年级,上册,高压稳答,减法速算,7.5 - 2.6 = ?,,4.7,4.8,5.9,4.9,D,7.5减2.6等于4.9。,3
数学,五年级,上册,高压稳答,乘法速算,0.4 × 100 = ?,,40,39,41,42,A,0.4乘100等于40。,3
数学,五年级,上册,高压稳答,除法速算,8.4 ÷ 2 = ?,,3.2,4.2,4.4,5.2,B,8.4除以2等于4.2。,3
数学,五年级,上册,高压稳答,三角形面积,一个三角形底12厘米，高6厘米，面积是多少平方厘米？,,35,37,36,38,C,12乘6除以2，面积是36平方厘米。,3
数学,五年级,上册,高压稳答,单位换算,1.5千克等于多少克？,,150克,1050克,15000克,1500克,D,1千克等于1000克，所以1.5千克等于1500克。,3
数学,五年级,上册,高压稳答,简易方程,2x = 7.2，x = ?,,3.6,2.6,3.2,4.6,A,7.2除以2，x等于3.6。,3
数学,五年级,上册,高压稳答,周长计算,一个长方形长15厘米、宽9厘米，它的周长是多少厘米？,,47,48,49,50,B,长方形周长是(15+9)乘2，等于48厘米。,3
语文,五年级,上册,高压稳答,古诗积累,“死去元知万事空”的下一句是什么？,,家祭无忘告乃翁,山外青山楼外楼,但悲不见九州同,春风又绿江南岸,C,这是《示儿》中的诗句。,3
语文,五年级,上册,高压稳答,成语理解,“同心协力”最适合形容什么？,,一个人偷偷做事,只看热闹不帮忙,总是互相争吵,大家一起努力,D,“同心协力”表示大家齐心协力，一起努力。,3
语文,五年级,上册,高压稳答,标点符号,“这景色真迷人（ ）” 句末最合适填什么标点？,,感叹号,句号,问号,逗号,A,表示赞叹时，句末常用感叹号。,3
语文,五年级,上册,高压稳答,近义词,“宽阔”的近义词是哪一个？,,狭窄,广阔,安静,轻快,B,“宽阔”和“广阔”意思接近。,3
语文,五年级,上册,高压稳答,量词搭配,“一（ ）搭石”里最合适填哪个量词？,,条,阵,排,棵,C,搭石常常成排摆放，所以用“排”更合适。,3
语文,五年级,上册,高压稳答,修辞理解,“白鹭是一首精巧的诗。” 这句话运用了什么修辞？,,设问,夸张,对偶,比喻,D,把白鹭比作一首诗，是比喻。,3
语文,五年级,上册,高压稳答,关联词理解,“因为今天下雨，所以比赛延期。” “所以”后面接的是什么？,,结果,原因,时间,地点,A,“因为”后面说原因，“所以”后面说结果。,3
语文,五年级,上册,高压稳答,词语运用,下面哪句话正确用了“居然”？,,桌子居然在教室里。,这么难的题，他居然答对了。,书包居然很整齐。,窗户居然是白色的。,B,“居然”表示出人意料。,3
数学,五年级,上册,预演冲线,综合计算,24箱牛奶，每箱12.5千克，卖出68千克后，还剩多少千克？,,222千克,242千克,232千克,252千克,C,24箱牛奶共300千克，减去68千克，还剩232千克。,3
数学,五年级,上册,预演冲线,综合计算,一块长方形果园长45米，宽18米，每9平方米栽1棵果树，一共能栽多少棵？,,89,91,92,90,D,果园面积是810平方米，810除以9等于90。,3
数学,五年级,上册,预演冲线,综合计算,36箱铅笔，每箱24支，卖出158支后，还剩多少支？,,706,705,707,708,A,36箱共有864支，减去158支后还剩706支。,3
数学,五年级,上册,预演冲线,综合计算,7卷彩带，每卷12.5米，又买来8.6米，一共有多少米？,,95.1米,96.1米,96.6米,97.1米,B,7卷共有87.5米，再加8.6米，一共96.1米。,3
数学,五年级,上册,预演冲线,综合计算,一块平行四边形草地底28米，高16米，每8平方米种1棵树苗，一共能种多少棵？,,55,57,56,58,C,面积是448平方米，448除以8等于56。,3
数学,五年级,上册,预演冲线,综合计算,一个长方形操场长24米，宽16米，沿四周跑2圈一共多少米？,,159,161,162,160,D,操场一圈周长是80米，跑2圈一共160米。,3
数学,五年级,上册,预演冲线,综合计算,6桶食用油，每桶15.5千克，用去18.7千克后，还剩多少千克？,,74.3千克,73.3千克,75.3千克,76.3千克,A,6桶油共93千克，减去18.7千克后还剩74.3千克。,3
数学,五年级,上册,预演冲线,简易方程,x - 6.8 = 14.5，x = ?,,20.3,21.3,21.5,22.3,B,14.5加6.8，x等于21.3。,3
数学,五年级,上册,预演冲线,综合计算,3块三角形广告牌的底都是18米、高都是12米，3块广告牌总面积是多少平方米？,,323,325,324,326,C,一块面积是108平方米，3块总面积是324平方米。,3
数学,五年级,上册,预演冲线,综合计算,840本书平均分给24个班，每班再借出6本后，还剩多少本？,,28,30,31,29,D,每班原来35本，借出6本后还剩29本。,3
语文,五年级,上册,预演冲线,通知理解,通知：5月12日上午8点10分在校门口整队，8点20分准时出发去科技馆。最晚什么时候要整好队？,,8点10分前,8点20分,8点整,8点30分,A,通知要求8点10分在校门口整队。,3
语文,五年级,上册,预演冲线,短文推理,小雯先把参观科技馆的内容记在本子上，回家后整理成介绍卡，第二天再上台分享。上台分享前她做了什么？,,去操场跑步,整理成介绍卡,把本子丢掉,直接睡觉,B,按顺序，分享前先整理成介绍卡。,3
语文,五年级,上册,预演冲线,课文理解,《圆明园的毁灭》最想告诉我们什么？,,圆明园很适合游玩,只要风景美就够了,不要忘记国耻，珍惜今天,古建筑都不重要,C,课文通过写圆明园的毁灭，提醒我们不要忘记国耻。,3
语文,五年级,上册,预演冲线,课文理解,《什么比猎豹的速度更快》最后说明什么最快？,,猎豹,游隼,喷气式飞机,光,D,课文层层比较，最后说明光最快。,3
语文,五年级,上册,预演冲线,课文理解,《少年中国说（节选）》最能激励少年怎样？,,奋发图强,只顾玩耍,害怕困难,什么也不学,A,课文寄托了对少年奋发图强的期望。,3
语文,五年级,上册,预演冲线,课文理解,《慈母情深》里，母亲拿出钱给“我”买书，最能表现什么？,,想让孩子去买玩具,支持孩子读书,忘了家里缺钱,只想早点回家,B,母亲在艰难生活中仍支持孩子读书。,3
语文,五年级,上册,预演冲线,词语理解,“心旷神怡”最适合形容下面哪种感受？,,特别生气,非常害怕,心里舒畅，精神愉快,十分疲惫,C,“心旷神怡”形容心情舒畅愉快。,3
语文,五年级,上册,预演冲线,标点符号,“这本书真有意思（ ）” 句末最合适填什么标点？,,句号,问号,逗号,感叹号,D,表示强烈感受时，句末常用感叹号。,3
语文,五年级,上册,预演冲线,留言理解,留言：活动表在书桌中间抽屉里，水彩笔在笔袋里，胶棒在窗台上。想找活动表应该去哪里？,,书桌中间抽屉里,笔袋里,窗台上,门后边,A,留言里写明活动表在书桌中间抽屉里。,3
语文,五年级,上册,预演冲线,活动顺序,班会先分组讨论，再整理发言提纲，最后派代表发言。派代表发言前要做什么？,,马上回家,整理发言提纲,先去操场,分糖果,B,按顺序，发言前一步是整理发言提纲。,3
数学,五年级,下册,结构拆题,分数比较,3/5和2/5相比，哪个更大？,,3/5,2/5,一样大,没法比较,A,分母相同，分子大的分数更大。,1
数学,五年级,下册,结构拆题,体积计算,一个正方体棱长4厘米，体积是多少立方厘米？,,63,64,65,66,B,正方体体积是棱长乘棱长再乘棱长，4乘4乘4等于64。,1
数学,五年级,下册,结构拆题,长度换算,1米2分米写成用“米”作单位的数是多少米？,,1.02米,12米,1.2米,0.12米,C,2分米是0.2米，所以一共是1.2米。,1
语文,五年级,下册,结构拆题,课文理解,《草船借箭》里，诸葛亮向谁“借”箭？,,周瑜,鲁肃,刘备,曹操,D,草船借箭中，箭主要是从曹操那里得来的。,1
语文,五年级,下册,结构拆题,课文理解,《景阳冈》里，武松在冈上打死了什么？,,老虎,野狼,黑熊,狐狸,A,《景阳冈》里武松打死的是老虎。,1
语文,五年级,下册,结构拆题,课文理解,《刷子李》里，刷子李最让人佩服的本领是什么？,,跑得特别快,刷墙技艺高超,会做很多饭,会写很多字,B,课文最突出刷子李刷墙技艺高超。,1
数学,五年级,下册,证据比对,分数比较,5/6和4/6相比，哪个更大？,,4/6,一样大,5/6,没法比较,C,分母相同，分子大的更大。,1
数学,五年级,下册,证据比对,分数应用,12的2/3是多少？,,7,9,10,8,D,12乘2再除以3，结果是8。,1
数学,五年级,下册,证据比对,体积计算,一个长方体长5厘米、宽4厘米、高3厘米，体积是多少立方厘米？,,60,59,61,62,A,长方体体积是长乘宽乘高，5乘4乘3等于60。,1
数学,五年级,下册,证据比对,单位换算,3.5升等于多少毫升？,,350毫升,3500毫升,3050毫升,35毫升,B,1升等于1000毫升，所以3.5升等于3500毫升。,1
数学,五年级,下册,证据比对,平均数,18、20、22这三个数的平均数是多少？,,19,21,20,22,C,三个数和是60，60除以3等于20。,1
语文,五年级,下册,证据比对,课文理解,《杨氏之子》里，杨氏之子的回答妙在哪里？,,他故意不理客人,他说得很大声,他说得特别慢,既回答问题又不失礼貌,D,杨氏之子的回答既机智又有礼貌。,1
